NAME,ADDRESS,DISTRICT,Latitude,Longitude,FACILITY_TYPE
Wong Shiu Chi Secondary School,182 Kwong Fuk Road Tai Po,TAI PO,22.44608923,114.171473,Secondary School
WEO Chang Pui Chung Memorial School,3 Wan Lung Road Tseung Kwan O,SAI KUNG,22.31951497,114.2585404,Secondary School
The Methodist Church HK Wesley College,33 Siu Sai Wan Road Chai Wan,EASTERN,22.26384457,114.2515516,Secondary School
Cognitio College (Kowloon),"6 Muk Hung Street, Kowloon City",KOWLOON CITY,22.33351263,114.2040053,Secondary School
Cognitio College (HK),4 Sui Man Road Chai Wan,EASTERN,22.26193737,114.2334855,Secondary School
Pentecostal Lam Hon Kwong School,Yue Tin Court Shatin,SHA TIN,22.3846529,114.2023644,Secondary School
PHC Wing Kwong College,155 Lung Cheung Road Wang Tau Hom,WONG TAI SIN,22.34190383,114.1892612,Secondary School
Pentecostal School,14 Perth Street Homantin,KOWLOON CITY,22.32126034,114.1812906,Secondary School
FDBWA Szeto Ho Secondary School,7 Kai Tin Road Lam Tin,KWUN TONG,22.306512,114.2350951,Secondary School
Ng Yuk Secondary School,Sun Chui Estate Shatin,SHA TIN,22.3723643,114.1813408,Secondary School
Sai Kung Sung Tsun Catholic School (Secondary Section),Blocks A - E Po Tung Road Sai Kung,SAI KUNG,22.38324665,114.2695989,Secondary School
Henrietta Secondary School,"2 City Garden Road, North Point",EASTERN,22.29185575,114.1947395,Secondary School
Heung To Middle School,"33 To Yuen Street, Yau Yat Chuen, Kowloon",SHAM SHUI PO,22.33542033,114.1741273,Secondary School
HKWMA Chu Shek Lun Secondary School,"11 KAI LOK STREET, KOWLOON BAY, KOWLOON",KWUN TONG,22.32742458,114.2115169,Secondary School
Hong Kong Taoist Association Tang Hin Memorial Secondary School,"Choi Yuen Estate, Sheung Shui, N.T.",NORTH,22.49940685,114.1289429,Secondary School
The Hong Kong Taoist Association Ching Chung Secondary School,"4 Hiu Yuk Path, Sau Mau Ping Kwun Tong",KWUN TONG,22.3141527,114.2327689,Secondary School
Hong Kong Taoist Association The Yuen Yuen Institute No. 2 Secondary Sch.,Fu Shin Estate Tai Po,TAI PO,22.45306986,114.1765538,Secondary School
Hong Kong Taoist Association The Yuen Yuen Institute No. 3 Secondary Sch.,"Sheung Tak Estate, No.2 Tong Ming Street, Tseung Kwan O.",SAI KUNG,22.31185788,114.2568278,Secondary School
HKTA The Yuen Yuen Institute No. 1 Secondary School,42 Wo Yi Hop Road Kwai Chung,KWAI TSING,22.36648984,114.1379501,Secondary School
Hong Kong Tang King Po College,25&27 Kennedy Road,WAN CHAI,22.27393084,114.1714311,Secondary School
HKMA David Li Kwok Po College,8 Hoi Wang Road Mongkok (West),YAU TSIM MONG,22.31398121,114.1637815,Secondary School
The Hong Kong Management Association K. S. Lo College,26 Tin Pak Road Tin Shui Wai NT,YUEN LONG,22.45788377,114.0067742,Secondary School
Hong Kong Sea School,13-15 Tung Tau Wan Road Stanley,SOUTHERN,22.21812582,114.2153599,Secondary School
Hong Kong Red Swastika Society Tai Po Secondary School,Fu Heng Estate Tai Po,TAI PO,22.4607908,114.1714821,Secondary School
HKCCCU Logos Academy,"1 Kan Hok Lane, Tseung Kwan O",SAI KUNG,22.30727297,114.2512836,Secondary School
Wah Yan College Hong Kong,281 Queen's Road East Wanchai,WAN CHAI,22.27431021,114.1764183,Secondary School
Hong Kong Teachers' Association Lee Heng Kwei Secondary School,Wan Tau Tong Estate Tai Po,TAI PO,22.44253116,114.1695594,Secondary School
HKFEW Wong Cho Bau Secondary School,"Area 10, Phase 3, Fu Tung Estate, Tung Chung, Lantau Island, N.T.",ISLANDS,22.28800595,113.9444785,Secondary School
HKBU Affiliated School Wong Kam Fai Secondary & Primary School,"6, On Muk Lane, Shek Mun, Shatin",SHA TIN,22.38794766,114.2099588,Secondary School
Christian Alliance S. C. Chan Memorial College,"7 Yau Oi Road, Yau Oi Estate, Tuen Mun",TUEN MUN,22.38701807,113.9723392,Secondary School
Christian Alliance Cheng Wing Gee College,12-14 Chik Wan Street Tai Wai Shatin,SHA TIN,22.37192186,114.1756995,Secondary School
Pooi To Middle School,"2 Inverness Road, Kowloon City, Kowloon",KOWLOON CITY,22.33030881,114.1856978,Secondary School
Pui Ching Middle School,20 Pui Ching Road Kowloon City,KOWLOON CITY,22.31761204,114.1771947,Secondary School
HKFYG Lee Shau Kee College,"12 Tin Kwai Road, Tin Shui Wai, Yuen Long, N.T.",YUEN LONG,22.46291121,114.0044265,Secondary School
Stewards Pooi Tun Secondary School,162 Hammer Hill Road Wong Tai Sin,WONG TAI SIN,22.34027577,114.2081711,Secondary School
Stewards Pooi Kei College,No. 56 Siu Lek Yuen Road Shatin,SHA TIN,22.38295308,114.2132494,Secondary School
HKSKH Bishop Hall Secondary School,"82, Hiu Kwong Street, Sau Mau Ping, Kowloon.",KWUN TONG,22.31435106,114.2336716,Secondary School
HKSYC & IA Chan Nam Chong Memorial College,12 King Cho Road Cho Yiu Estate Kwai Chung NT,KWAI TSING,22.34546438,114.1291898,Secondary School
HKSYC & IA Wong Tai Shan Memorial College,"250 Nam Cheong Street, Sham Shui Po, KLN",SHAM SHUI PO,22.33466158,114.1685554,Secondary School
HKICC Lee Shau Kee School of Creativity,"135 Junction Road, Kowloon",KOWLOON CITY,22.33356878,114.1868531,Secondary School
Hong Kong True Light College,1 Lei Tung Estate Road Apleichau,SOUTHERN,22.24268377,114.1581908,Secondary School
The True Light School of Hong Kong,50 Tai Hang Road,WAN CHAI,22.2758445,114.1941262,Secondary School
HKCWC Fung Yiu King Memorial Secondary School,"10 Hang Kwong Street, Ma On Shan, Shatin, N.T.",SHA TIN,22.42212275,114.2299856,Secondary School
Hong Kong Chinese Women's Club College,2B Tai Cheong Street Sai Wan Ho,EASTERN,22.28326297,114.2196084,Secondary School
CUHKFAA Chan Chun Ha Secondary School,632 Sai Sha Road Ma On Shan Shatin,SHA TIN,22.42361391,114.2264214,Secondary School
CUHK FAA Thomas Cheung Secondary School,"Tin Shui Estate, Tin Shui Wai, Yuen Long, NT",YUEN LONG,22.45755808,113.9978751,Secondary School
Aberdeen Technical School,"1 Wong Chuk Hang Road, Aberdeen",SOUTHERN,22.24875266,114.1607608,Secondary School
Aberdeen Baptist Lui Ming Choi College,18 Lei Tung Estate Rd Ap Lei Chau,SOUTHERN,22.2422048,114.1553874,Secondary School
HHCKLA Buddhist Leung Chik Wai College,"7 Wu Fai Street, Wu King Estate, Tuen Mun",TUEN MUN,22.3777611,113.9647595,Secondary School
HHCKLA Buddhist Ma Kam Chan Memorial English Secondary School,Luen Wo Market 9 Luen Yick Street NT,NORTH,22.49810969,114.1413634,Secondary School
HHCKLA Buddhist Ching Kok Secondary School,"38 Chui Ling Road, Tiu Keng Leng NT",SAI KUNG,22.3070661,114.2494589,Secondary School
Heep Yunn School,1 Farm Road Kowloon City,KOWLOON CITY,22.3213595,114.1856778,Secondary School
San Wui Commercial Soc. Chan Pak Sha School,1 Shum Wan Road Aberdeen,SOUTHERN,22.24543886,114.1663586,Secondary School
San Wui Commercial Society Secondary School,"Area 1, Leung King Estate, Tuen Mun, New Territories",TUEN MUN,22.40785711,113.9628298,Secondary School
De La Salle Secondary School NT,Kam Tsin Village Sheung Shui,NORTH,22.50143245,114.1112349,Secondary School
Cheng Chek Chee Secondary School of SK & HH District N.T.,"8 Chuk Kok Road Chuk Kok, Sai Kung",SAI KUNG,22.34345565,114.2572827,Secondary School
N.T. Heung Yee Kuk Tai Po District Secondary School,Tai Yuen Estate Tai Po,TAI PO,22.45584193,114.1674601,Secondary School
N.T. Heung Yee Kuk Yuen Long District Secondary School,"123 Kau Yuk Road, Yuen Long, N.T.",YUEN LONG,22.44287312,114.0226757,Secondary School
NLSI Lui Kwok Pat Fong College,"102, Tsui Ping Road, Kwun Tong, Kowloon (Excluding 5/F Staff Quarters)",KWUN TONG,22.31919335,114.228015,Secondary School
NLSI Peace Evangelical Secondary School,"No. 3, Hang Kwai Street, Tuen Mun, N.T.",TUEN MUN,22.38275696,113.9733456,Secondary School
New Asia Middle School,6 Farm Road To Kwa Wan,KOWLOON CITY,22.32084472,114.1861922,Secondary School
Christian Alliance S W Chan Memorial College,"12, Fai Ming Road, Fanling",NORTH,22.48142973,114.1378598,Secondary School
Christian Alliance College,11 Leung Choi Lane Tuen Mun,TUEN MUN,22.40395335,113.9677402,Secondary School
The Methodist Lee Wai Lee College,2-4 Kwai Yip Street Kwai Chung,KWAI TSING,22.36545764,114.1279111,Secondary School
Methodist College,"50 Gascoigne Road, Kowloon",YAU TSIM MONG,22.30910514,114.1719441,Secondary School
Queen Elizabeth School,152 Sai Yee Street Mongkok,YAU TSIM MONG,22.32393336,114.1712933,Secondary School
Queen Elizabeth School Old Students' Association Tong Kwok Wah Sec. Sch.,57 Tin Wah Road NT,YUEN LONG,22.46262415,114.0062243,Secondary School
Queen Elizabeth School Old Students' Association Secondary School,"18, Tin Shing Road, Tin Shui Wai, Yuen Long",YUEN LONG,22.45966856,114.0037407,Secondary School
Islamic Kasim Tuet Memorial College,22 Tsui Wan Street Chai Wan,EASTERN,22.2665406,114.240017,Secondary School
Ying Wa Girls' School,"76 Robinson Road, Hong Kong",CENTRAL AND WESTERN,22.28257961,114.1473662,Secondary School
Ying Wa College,1 Ying Wa Street Shamshuipo,SHAM SHUI PO,22.32957577,114.1526465,Secondary School
King's College,63A Bonham Road,CENTRAL AND WESTERN,22.28424883,114.1402532,Secondary School
G.T. (Ellen Yeung) College,"No. 10, Ling Kwong Street, Tiu Keng Leng, Tseung Kwan O",SAI KUNG,22.30519644,114.2501664,Secondary School
Yu Chun Keung Memorial College No. 2,1 Chi Fu Close Pokfulam,SOUTHERN,22.25665963,114.1378155,Secondary School
Yu Chun Keung Memorial College,"27 Man Fuk Road, Waterloo Hill, Homantin, Kowloon",KOWLOON CITY,22.31863249,114.1786117,Secondary School
Yuen Long Public Secondary School,"22 Town Park Road South Shui Ngau Leng ,Yuen Long, NT",YUEN LONG,22.44030379,114.0178505,Secondary School
YLPMSAA Tang Siu Tong Secondary School,"Ping Ha Road, Area 3, Tin Shui Wai NT",YUEN LONG,22.44687919,114.0016096,Secondary School
Yuen Long Merchants Association Secondary School,20 Fung Nin Road Yuen Long,YUEN LONG,22.44359697,114.0241709,Secondary School
Yuen Long Catholic Secondary School,"201 Castle Peak Road, Ping Shan, Yuen Long, New Territories",YUEN LONG,22.44477682,114.0208861,Secondary School
"Tsang Pik Shan (Sung Lan) Secondary School	",12 Hang Kwong Street Ma On Shan Shatin,SHA TIN,22.42253838,114.2292767,Secondary School
Chong Gene Hang College,12 Cheung Man Road Chai Wan,EASTERN,22.2679775,114.2373107,Secondary School
Cheung Chuk Shan College,11 Cloud View Road North Point Hong Kong,EASTERN,22.28621146,114.1960294,Secondary School
Chiu Lut Sau Memorial Secondary School,7 Tai Yuk Road Yuen Long,YUEN LONG,22.44221362,114.022385,Secondary School
True Light Girls' College,54A Waterloo Road,YAU TSIM MONG,22.31372884,114.172963,Secondary School
CNEC Christian College,6 Lei Pui Street Kwai Chung,KWAI TSING,22.36395262,114.1394848,Secondary School
CNEC Lee I Yao Memorial Secondary School,1 Shing Fuk Street Kwai Shing,KWAI TSING,22.35928767,114.1213696,Secondary School
CNEC Lau Wing Sang Secondary School,323 San Ha Street Chai Wan,EASTERN,22.26487812,114.2421411,Secondary School
CCC Fong Yun Wah Secondary School,"6 Tin Yip Road, Tin Shui Wai, Yuen Long",YUEN LONG,22.46470103,114.0061149,Secondary School
CCC Fung Leung Kit Memorial Secondary School,22 Plover Cove Road Tai Po,TAI PO,22.44803082,114.1730856,Secondary School
CCC Rotary Secondary School,"157 Lung Cheung Road, Wang Tau Hom, Kowloon",WONG TAI SIN,22.34166005,114.1886205,Secondary School
CCC Kung Lee College,17 Tai Hang Drive Causeway Bay HK,WAN CHAI,22.27466153,114.1937088,Secondary School
CCC Kwei Wah Shan College,62 Cloud View Road North Point,EASTERN,22.28667154,114.199746,Secondary School
CCC Hoh Fuk Tong College,"28 Castle Peak Road, San Hui Tuen Mun",TUEN MUN,22.3961463,113.9783177,Secondary School
CCC Kei To Secondary School,28 Sung On Street Tokwawan,KOWLOON CITY,22.31361092,114.1903942,Secondary School
CCC Kei Long College,8 Fung Yau Street South Yuen Long,YUEN LONG,22.4412493,114.0343153,Secondary School
CCC Kei Heep Secondary School,161 Tung Tau Tsuen Road Wong Tai Sin,WONG TAI SIN,22.33861633,114.1934544,Secondary School
CCC Kei San Secondary School,"8 Wu Tip Shan Road, Fanling, N.T.",NORTH,22.49040524,114.1350391,Secondary School
CCC Kei Yuen College,Fung Yau Street East Yuen Long,YUEN LONG,22.44193655,114.0353832,Secondary School
CCC Kei Chi Secondary School,20 Shui Ning Street Kwun Tong Kowloon,KWUN TONG,22.31683744,114.224491,Secondary School
CCC Mong Man Wai College,20 Hiu Ming Street Kwun Tong,KWUN TONG,22.31606797,114.23045,Secondary School
CCC Ming Kei College,16 Oak Street Tai Kok Tsui,YAU TSIM MONG,22.31896613,114.1641305,Secondary School
CCC Ming Yin College,1 Wai Chi Street Shek Kip Mei Kowloon,SHAM SHUI PO,22.33184404,114.168575,Secondary School
CCC Chuen Yuen College,"15 Sheung Kok Street, Kwai Chung Estate, N.T.",KWAI TSING,22.36851905,114.1281042,Secondary School
CCC Tam Lee Lai Fun Memorial Secondary School,"10, San Wo Lane, San Hui, NT",TUEN MUN,22.40338738,113.9772197,Secondary School
CCC Heep Woh College,171 Po Kong Village Road Tsz Wan Shan,WONG TAI SIN,22.3467694,114.2046194,Secondary School
CCC Yenching College,12 Nga Ying Chau Street Tsing Yi New Territories,KWAI TSING,22.3623699,114.1054942,Secondary School
Chinese Y.M.C.A. Secondary School,"Tin Fu Court Area 102, Tin Shui Wai",YUEN LONG,22.46356518,113.9995774,Secondary School
The Chinese Foundation Secondary School,9 Harmony Road Siu Sai Wan Chai Wan,EASTERN,22.26430608,114.2494562,Secondary School
China Holiness Church Living Spirit College,1 Tung Leung Lane Tai Po,TAI PO,22.45670007,114.1739112,Secondary School
China Holiness College,18 Wai Wai Road Sham Shui Po Kowloon,SHAM SHUI PO,22.33709923,114.1605663,Secondary School
Chung Sing Benevolent Society Mrs. Aw Boon Haw Secondary School,20 Siu Lun Street Tuen Mun,TUEN MUN,22.38397347,113.9785195,Secondary School
Gratia Christian College,"1/F, 69 to 119 Broadway Street, Mei Foo Sun Chuen Phase 4, Kowloon, Hong Kong",SHAM SHUI PO,22.33566906,114.1413367,Higher Education Institutions
Hong Kong Art School (a division of Hong Kong Arts Centre) (Chai Wan Campus),"Room 514, 5/F Youth Square, 238 Chai Wan Road, Chai Wan, Hong Kong",EASTERN,22.26311469,114.2367934,Higher Education Institutions
UOW College Hong Kong,"18 Che Kung Miu Road, Tai Wai, New Territories, Hong Kong",SHA TIN,22.37384164,114.180669,Higher Education Institutions
"School of Continuing and Professional Studies, The Chinese University of Hong Kong (Head Office)","6/F, Railway Plaza, 39 Chatham Road South, Tsim Sha Tsui",YAU TSIM MONG,22.29851626,114.1754569,Higher Education Institutions
The University of Hong Kong,"Pokfulam, Hong Kong",SOUTHERN,22.28401145,114.1377626,Higher Education Institutions
The Hong Kong Polytechnic University,"Hung Hom, Kowloon, Hong Kong",KOWLOON CITY,22.30414709,114.1796694,Higher Education Institutions
The Chinese University of Hong Kong,"Shatin, New Territories, Hong Kong",SHA TIN,22.41312449,114.2095568,Higher Education Institutions
Hong Kong Baptist University,"Kowloon Tong, Kowloon, Hong Kong",KOWLOON CITY,22.33724416,114.1817765,Higher Education Institutions
HKCT Institute of Higher Education (Yuen Long Learning Centre),"Shop No. 22, Ground Floor, Golden Plaza, 28 Shui Che Kwun Street, Yuen Long, New Territories",YUEN LONG,22.44512656,114.0314736,Higher Education Institutions
HKCT Institute of Higher Education (Tsuen Wan Learning Centre),"3/F, International Enterprise Centre 3, 18 Tai Chung Rd, Tsuen Wan, New Territories",TSUEN WAN,22.37412178,114.1108104,Higher Education Institutions
HKCT Institute of Higher Education (Kwun Tong Learning Centre),"Room 801 and 802, 8/F, Wong Tze Building, 71 Hoi Yuen Road, Kwun Tong, Kowloon",KWUN TONG,22.31106006,114.2250735,Higher Education Institutions
HKCT Institute of Higher Education (Jordan Learning Centre),"Room 1105, 11/F, Wing On Kowloon Centre, 345 Nathan Road, Kowloon",YAU TSIM MONG,22.30746018,114.171122,Higher Education Institutions
HKCT Institute of Higher Education (Cheung Sha Wan Learning Centre),"1/F, Heya Star, 368 Castle Peak Road, Cheung Sha Wan, Kowloon",SHAM SHUI PO,22.33895177,114.1559555,Higher Education Institutions
HKCT Institute of Higher Education (Jockey Club Ma On Shan Campus),"Yiu On Estate, 2 Hang Hong Street, Ma On Shan, Shatin, New Territories",SHA TIN,22.42140858,114.2313743,Higher Education Institutions
HKCT Institute of Higher Education (Mong Kok East Campus),"14 Princess Margaret Road, Homantin, Kowloon",KOWLOON CITY,22.3196363,114.1789804,Higher Education Institutions
Hong Kong College of Technology (Yuen Long Learning Centre),"Shop No. 22, Ground Floor, Golden Plaza, 28 Shui Che Kwun Street, Yuen Long, New Territories",YUEN LONG,22.44513194,114.031462,Higher Education Institutions
Hong Kong College of Technology (Tsuen Wan Learning Centre),"3/F, International Enterprise Centre 3, 18 Tai Chung Rd, Tsuen Wan, New Territories",TSUEN WAN,22.37407864,114.110822,Higher Education Institutions
Hong Kong College of Technology (Kwun Tong Learning Centre),"Room 801 and 802, 8/F, Wong Tze Building, 71 Hoi Yuen Road, Kwun Tong, Kowloon",KWUN TONG,22.31106816,114.2250504,Higher Education Institutions
Hong Kong College of Technology (Jordan Learning Centre),"Room 1105, 11/F, Wing On Kowloon Centre, 345 Nathan Road, Kowloon",YAU TSIM MONG,22.30748365,114.1711736,Higher Education Institutions
Hong Kong College of Technology (Cheung Sha Wan Learning Centre),"1/F, Heya Star, 368 Castle Peak Road, Cheung Sha Wan, Kowloon",SHAM SHUI PO,22.33895178,114.1559671,Higher Education Institutions
Hong Kong Baptist University - School of Continuing Education (Shek Mun (Shatin) Campus),"8 On Muk Street, Shek Mun, Shatin",SHA TIN,22.38766751,114.2101533,Higher Education Institutions
Tung Wah College (Tsim Sha Tsui Campus),"136A, Nathan Road, Kowloon",YAU TSIM MONG,22.3016002,114.1726777,Higher Education Institutions
Lingnan Institute of Further Education (Lingnan University Union Park Learning Centre),"6/F, Union Park Centre, No. 771-775 Nathan Road, Kowloon",YAU TSIM MONG,22.32531194,114.167924,Higher Education Institutions
The Education University of Hong Kong (Kowloon Tong Satellite Study Centre),"No.1 True Light Lane, Suffolk Road, Kowloon Tong, Kowloon",KOWLOON CITY,22.3382925,114.1754736,Higher Education Institutions
Hong Kong Institute of Information Technology,"20A, Tsing Yi Road Tsing Yi Island New Territories",KWAI TSING,22.34229481,114.1064544,Higher Education Institutions
Hong Kong Institute of Information Technology at Hong Kong Institute of Vocational Education (Chai Wan),"30 Shing Tai Road, Chai Wan, Hong Kong",EASTERN,22.27171743,114.2399624,Higher Education Institutions
Hong Kong Institute of Information Technology at Hong Kong Institute of Vocational Education (Kwun Tong),"25 Hiu Ming Street, Kwun Tong, Kowloon",KWUN TONG,22.31334169,114.2319887,Higher Education Institutions
Hong Kong Institute of Information Technology at Hong Kong Institute of Vocational Education (Lee Wai Lee),"3 King Ling Road, Tseung Kwan O, New Territories",SAI KUNG,22.3061913,114.2541564,Higher Education Institutions
Hong Kong Institute of Information Technology at Hong Kong Institute of Vocational Education (Sha Tin),"21 Yuen Wo Road, Sha Tin, New Territories",SHA TIN,22.39037399,114.1981007,Higher Education Institutions
Hong Kong Institute of Information Technology at Hong Kong Institute of Vocational Education (Tuen Mun),"18 Tsing Wun Road, Tuen Mun, New Territories",TUEN MUN,22.39353621,113.9664757,Higher Education Institutions
City University of Hong Kong - School of Continuing and Professional Education,"UG202, UG301, ChinaChem Golden Plaza, 77 Mody Road, Tsim Sha Tsui East, Kowloon",YAU TSIM MONG,22.30007139,114.1792872,Higher Education Institutions
Saint Francis University,"2 Chui Ling Lane, Tseung Kwan O, New Territories.",SAI KUNG,22.30350496,114.2510923,Higher Education Institutions
Hong Kong College of Technology (Jockey Club Undergraduate Campus),"2 On Shing Street, Ma On Shan, Shatin, N.T.",SHA TIN,22.42287172,114.2307823,Higher Education Institutions
Gratia Christian College,"5 Wai Chi Street, Shek Kip Mei, Kowloon, Hong Kong",SHAM SHUI PO,22.33287321,114.1682158,Higher Education Institutions
HKCT Institute of Higher Education (Jockey Club Undergraduate Campus),"2 On Shing Street, Ma On Shan, N.T.",SHA TIN,22.42287172,114.2307823,Higher Education Institutions
HKU SPACE Community College (CITA Learning Centre),"63 Tai Yip Street, Kowloon Bay, Kowloon?",KWUN TONG,22.32010922,114.2128546,Higher Education Institutions
Yew Chung College of Early Childhood Education,"2 Tin Wan Hill Road, Tin Wan, Aberdeen, Hong Kong",SOUTHERN,22.25014127,114.1476835,Higher Education Institutions
Hong Kong Chu Hai College,"80 Castle Peak Road, Castle Peak Bay, Tuen Mun, N.T",TUEN MUN,22.37572052,113.9870661,Higher Education Institutions
City University of Hong Kong - School of Continuing and Professional Education,"2410, 2/F, Li Dak Sum Yip Yio Chin Academic Building (LI), City University of Hong Kong, Tat Chee Avenue, Kowloon",KOWLOON CITY,22.33765053,114.1714966,Higher Education Institutions
Hong Kong Art School (a division of Hong Kong Arts Centre) (Main Campus),"10/F, Hong Kong Arts Centre, 2 Harbour Road, Wanchai, Hong Kong",WAN CHAI,22.28031519,114.1708195,Higher Education Institutions
Caritas Institute of Community Education (Fanling),"3/F, Carpark No. 1, Cheung Wah Estate, Fanling, New Territories.",NORTH,22.49321514,114.1423948,Higher Education Institutions
Caritas Institute of Community Education (Tsuen Wan),"146 Chung On Street, Tsuen Wan, N.T.",TSUEN WAN,22.3680451,114.1160745,Higher Education Institutions
Caritas Institute of Community Education (Yaumati),"4 Cliff Road, Yaumati, Kowloon",YAU TSIM MONG,22.31110061,114.171847,Higher Education Institutions
Caritas Institute of Community Education (Tuen Mun),"Units 21-34, G/F, Wu Yuet House, Wu King Estate, Tuen Mun, N.T.",TUEN MUN,22.37678592,113.9650717,Higher Education Institutions
Caritas Institute of Community Education (Yuen Long),"G/F, Shop 1, Dip Shui House, Shui Pin Wai Estate, Yuen Long, N.T.",YUEN LONG,22.44565163,114.0200205,Higher Education Institutions
Caritas Institute of Community Education,"11 Caine Road, Central, Hong Kong (Main Administration Office)",CENTRAL AND WESTERN,22.27970868,114.1542949,Higher Education Institutions
Caritas Institute of Community Education (Tin Hau),"1/F, SUP Tower, 75 to 83 King's Road, North Point, Hong Kong",EASTERN,22.28618443,114.1927593,Higher Education Institutions
Caritas Institute of Community Education (Hung Hom),"5 Dyer Avenue, Hung Hom, Kowloon",KOWLOON CITY,22.30752415,114.1883653,Higher Education Institutions
Hong Kong Institute of Technology (Shatin Learning Centre),"Shop 605, 6/F., Jubilee Square, 2-18 Lok King Street, Shatin, New Territories",SHA TIN,22.39639266,114.1997542,Higher Education Institutions
Hong Kong Metropolitan University (The Jockey Club Campus),"81 Chung Hau Street, Ho Man Tin, Kowloon",KOWLOON CITY,22.31567016,114.1781846,Higher Education Institutions
Hong Kong Institute of Technology (Fanling Learning Centre),"Shop R40, G/F., Wah Sum Shopping Centre, Wah Sum Estate, 18 Yat Ming Road, Fanling, New Territories",NORTH,22.48667706,114.1420951,Higher Education Institutions
"School of Continuing and Professional Studies, The Chinese University of Hong Kong (Tseung Kwan O Learning Centre)","Tsui Lam Estate, Tseung Kwan O",SAI KUNG,22.32302355,114.2479045,Higher Education Institutions
HKU School of Professional and Continuing Education (Admiralty Learning Centre),"2/F & 3/F, Admiralty Centre, 18 Harcourt Road, Admiralty, Hong Kong",CENTRAL AND WESTERN,22.27933957,114.1651723,Higher Education Institutions
HKU SPACE Po Leung Kuk Stanley Ho Community College,"66 Leighton Road, Causeway Bay, Hong Kong",WAN CHAI,22.27707311,114.1846174,Higher Education Institutions
HKU SPACE Community College (United Learning Centre),"United Centre, 95 Queensway, Hong Kong",CENTRAL AND WESTERN,22.2783733,114.1652597,Higher Education Institutions
HKU School of Professional and Continuing Education (United Learning Centre),"6/F, United Centre, 95 Queensway, Admiralty, Hong Kong",CENTRAL AND WESTERN,22.2783733,114.1652597,Higher Education Institutions
City University of Hong Kong,"Tat Chee Avenue, Kowloon",KOWLOON CITY,22.33626889,114.1730983,Higher Education Institutions
Hong Kong Academy for Performing Arts,"1 Gloucester Road,Wanchai",WAN CHAI,22.27984555,114.1697716,Higher Education Institutions
The Hong Kong University of Science and Technology,"Clear Water Bay, Kowloon",SAI KUNG,22.33715781,114.2635693,Higher Education Institutions
The Education University of Hong Kong (North Point Study Centre),"19 Cheung Hong St, North Point, Hong Kong Island, Hong Kong",EASTERN,22.2891769,114.1958935,Higher Education Institutions
The Education University of Hong Kong (Tseung Kwan O Study Centre Office),"1 King Yin Lane, Tseung Kwan O, New Territories, Hong Kong",SAI KUNG,22.32636031,114.2600062,Higher Education Institutions
Lingnan University,"8 Castle Peak Road, Tuen Mun, NT.",TUEN MUN,22.41036798,113.9832012,Higher Education Institutions
Hong Kong Metropolitan University - Li Ka Shing School of Professional and Continuing Education (Kwai Hing Campus),"8/F-11/F, Tower 2, Kowloon Commerce Centre ,51-53 Kwai Cheong Road,Kwai Chung, N.T.",KWAI TSING,22.3622189,114.1328521,Higher Education Institutions
The Hong Kong Polytechnic University - Hong Kong Community College (Hung Hom Bay Campus),"8 Hung Lok Road, Hung Hom, Kowloon",KOWLOON CITY,22.30363609,114.184613,Higher Education Institutions
HKU SPACE Community College (Kowloon East Campus),"Lee Shiu Building, 28 Wang Hoi Road, Kowloon Bay, Hong Kong",KWUN TONG,22.32429108,114.2109717,Higher Education Institutions
Vocational Training Council,"VTC Tower, 27 Wood Road, Wan Chai, Hong Kong",WAN CHAI,22.2765182,114.1774837,Higher Education Institutions
Hong Kong Design Institute,"3 King Ling Road, Tseung Kwan O, New Territories",SAI KUNG,22.30595165,114.2535412,Higher Education Institutions
The Hong Kong Polytechnic University - School of Professional Education and Executive Development (West Kowloon Campus),"9 Hoi Ting Road, Yau Ma Tei, Kowloon",YAU TSIM MONG,22.31263003,114.1651769,Higher Education Institutions
The Hong Kong Polytechnic University - School of Professional Education and Executive Development (Hung Hom Bay Campus),"8 Hung Lok Road, Hung Hom, Kowloon",KOWLOON CITY,22.30366705,114.1845931,Higher Education Institutions
The Hong Kong Polytechnic University - Hong Kong Community College (West Kowloon Campus),"9 Hoi Ting Road, Yau Ma Tei, Kowloon",YAU TSIM MONG,22.31284527,114.1651831,Higher Education Institutions
Hong Kong Baptist University - School of Continuing Education,"Shaw Campus, Hong Kong Baptist University, 34 Renfrew Road, Kowloon Tong, Kowloon",KOWLOON CITY,22.33722007,114.1817416,Higher Education Institutions
Hong Kong Metropolitan University - Li Ka Shing School of Professional and Continuing Education (Lai King Campus),"201-203, Lai King Hill Road, Kwai Chung",KWAI TSING,22.34695461,114.1268225,Higher Education Institutions
Lingnan Institute of Further Education,"UG01, Lau Chung Him Building, Lingnan University, Tuen Mun, Hong Kong",TUEN MUN,22.41080633,113.9842719,Higher Education Institutions
Hong Kong Shue Yan University,"10 Wai Tsui Crescent, Braemar Hill Road, North Point",EASTERN,22.2863239,114.1977199,Higher Education Institutions
Caritas Bianchi College of Careers,"18 Chui Ling Road, Tseung Kwan O, New Territories",SAI KUNG,22.30307382,114.2504661,Higher Education Institutions
Hong Kong Adventist College,1111 Clear Water Bay Road Sai Kung NT,SAI KUNG,22.30728165,114.2866095,Higher Education Institutions
